status	bigg_id	organism	pathway	pathway_rn	pathway_label	source_reaction_count	source_metabolite_count	source_gene_count	model_reactions	model_metabolites	kegg_reactions	kegg_metabolites	kgml_reaction_entries_omitted	kgml_reactions_omitted	matched_reactions	unmatched_reactions	reaction_retention_percent	matched_metabolites	unmatched_metabolites	metabolite_retention_percent	escher_nodes	escher_reactions	escher_segments	invalid_segments_removed	secondary_nodes_seen	secondary_nodes_converted	map_json	map_html	summary_json	model_xml	elapsed_seconds	error
built	iB21_1397	Escherichia coli BL21(DE3)	map00680	rn00680	Methane metabolism / C1 metabolism	2741	1943	1337	2741	1943	104	86	3	R08323, R08328, R10397	32	72	30.77	36	50	41.86	239	32	229	0	96	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iB21_1397\iB21_1397_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iB21_1397\iB21_1397_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iB21_1397\summary.json	outputs\bigg_prokaryote_bioemma\models\iB21_1397.xml	3.155	
built	iBWG_1329	Escherichia coli BW2952	map00010	rn00010	Glycolysis / gluconeogenesis	2741	1949	1329	2741	1949	56	31	0		41	15	73.21	21	10	67.74	277	41	292	0	123	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iBWG_1329\iBWG_1329_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iBWG_1329\iBWG_1329_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iBWG_1329\summary.json	outputs\bigg_prokaryote_bioemma\models\iBWG_1329.xml	2.088	
built	iBWG_1329	Escherichia coli BW2952	map00020	rn00020	Citrate cycle (TCA cycle)	2741	1949	1329	2741	1949	29	20	0		23	6	79.31	13	7	65.0	158	23	171	0	69	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iBWG_1329\iBWG_1329_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iBWG_1329\iBWG_1329_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iBWG_1329\summary.json	outputs\bigg_prokaryote_bioemma\models\iBWG_1329.xml	1.363	
built	iBWG_1329	Escherichia coli BW2952	map00030	rn00030	Pentose phosphate pathway	2741	1949	1329	2741	1949	58	37	1	R06837	34	24	58.62	26	11	70.27	206	34	217	0	73	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iBWG_1329\iBWG_1329_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iBWG_1329\iBWG_1329_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iBWG_1329\summary.json	outputs\bigg_prokaryote_bioemma\models\iBWG_1329.xml	1.997	
built	iBWG_1329	Escherichia coli BW2952	map00680	rn00680	Methane metabolism / C1 metabolism	2741	1949	1329	2741	1949	104	86	3	R08323, R08328, R10397	32	72	30.77	36	50	41.86	239	32	229	0	96	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iBWG_1329\iBWG_1329_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iBWG_1329\iBWG_1329_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iBWG_1329\summary.json	outputs\bigg_prokaryote_bioemma\models\iBWG_1329.xml	3.226	
built	ic_1306	Escherichia coli CFT073	map00010	rn00010	Glycolysis / gluconeogenesis	2726	1936	1307	2726	1936	56	31	0		41	15	73.21	22	9	70.97	279	41	294	0	125	0	outputs\bigg_prokaryote_bioemma\maps\map00010\ic_1306\ic_1306_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\ic_1306\ic_1306_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\ic_1306\summary.json	outputs\bigg_prokaryote_bioemma\models\ic_1306.xml	2.049	
built	ic_1306	Escherichia coli CFT073	map00020	rn00020	Citrate cycle (TCA cycle)	2726	1936	1307	2726	1936	29	20	0		23	6	79.31	13	7	65.0	158	23	171	0	69	0	outputs\bigg_prokaryote_bioemma\maps\map00020\ic_1306\ic_1306_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\ic_1306\ic_1306_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\ic_1306\summary.json	outputs\bigg_prokaryote_bioemma\models\ic_1306.xml	1.511	
built	ic_1306	Escherichia coli CFT073	map00030	rn00030	Pentose phosphate pathway	2726	1936	1307	2726	1936	58	37	1	R06837	34	24	58.62	26	11	70.27	205	34	216	0	72	0	outputs\bigg_prokaryote_bioemma\maps\map00030\ic_1306\ic_1306_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\ic_1306\ic_1306_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\ic_1306\summary.json	outputs\bigg_prokaryote_bioemma\models\ic_1306.xml	1.869	
built	ic_1306	Escherichia coli CFT073	map00680	rn00680	Methane metabolism / C1 metabolism	2726	1936	1307	2726	1936	104	86	3	R08323, R08328, R10397	32	72	30.77	36	50	41.86	238	32	228	0	95	0	outputs\bigg_prokaryote_bioemma\maps\map00680\ic_1306\ic_1306_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\ic_1306\ic_1306_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\ic_1306\summary.json	outputs\bigg_prokaryote_bioemma\models\ic_1306.xml	2.999	
built	iCN718	Acinetobacter baumannii AYE	map00010	rn00010	Glycolysis / gluconeogenesis	1015	888	709	1015	888	56	31	0		28	28	50.0	21	10	67.74	178	28	185	0	68	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iCN718\iCN718_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iCN718\iCN718_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iCN718\summary.json	outputs\bigg_prokaryote_bioemma\models\iCN718.xml	1.355	
built	iCN718	Acinetobacter baumannii AYE	map00020	rn00020	Citrate cycle (TCA cycle)	1015	888	709	1015	888	29	20	0		21	8	72.41	13	7	65.0	138	21	149	0	55	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iCN718\iCN718_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iCN718\iCN718_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iCN718\summary.json	outputs\bigg_prokaryote_bioemma\models\iCN718.xml	1.084	
built	iCN718	Acinetobacter baumannii AYE	map00030	rn00030	Pentose phosphate pathway	1015	888	709	1015	888	58	37	1	R06837	20	38	34.48	24	13	64.86	114	20	115	0	27	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iCN718\iCN718_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iCN718\iCN718_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iCN718\summary.json	outputs\bigg_prokaryote_bioemma\models\iCN718.xml	1.295	
built	iCN718	Acinetobacter baumannii AYE	map00680	rn00680	Methane metabolism / C1 metabolism	1015	888	709	1015	888	104	86	3	R08323, R08328, R10397	31	73	29.81	30	56	34.88	233	31	223	0	94	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iCN718\iCN718_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iCN718\iCN718_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iCN718\summary.json	outputs\bigg_prokaryote_bioemma\models\iCN718.xml	1.828	
built	iCN900	Clostridioides difficile 630	map00010	rn00010	Glycolysis / gluconeogenesis	1229	885	900	1229	885	56	31	0		42	14	75.0	24	7	77.42	275	42	291	0	118	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iCN900\iCN900_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iCN900\iCN900_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iCN900\summary.json	outputs\bigg_prokaryote_bioemma\models\iCN900.xml	1.384	
built	iCN900	Clostridioides difficile 630	map00020	rn00020	Citrate cycle (TCA cycle)	1229	885	900	1229	885	29	20	0		23	6	79.31	13	7	65.0	166	23	178	0	77	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iCN900\iCN900_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iCN900\iCN900_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iCN900\summary.json	outputs\bigg_prokaryote_bioemma\models\iCN900.xml	1.01	
built	iCN900	Clostridioides difficile 630	map00030	rn00030	Pentose phosphate pathway	1229	885	900	1229	885	58	37	1	R06837	32	26	55.17	26	11	70.27	189	32	200	0	64	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iCN900\iCN900_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iCN900\iCN900_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iCN900\summary.json	outputs\bigg_prokaryote_bioemma\models\iCN900.xml	1.389	
built	iCN900	Clostridioides difficile 630	map00680	rn00680	Methane metabolism / C1 metabolism	1229	885	900	1229	885	104	86	3	R08323, R08328, R10397	33	71	31.73	32	54	37.21	241	33	235	0	96	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iCN900\iCN900_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iCN900\iCN900_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iCN900\summary.json	outputs\bigg_prokaryote_bioemma\models\iCN900.xml	1.836	
built	iE2348C_1286	Escherichia coli O127:H6 str. E2348/69	map00010	rn00010	Glycolysis / gluconeogenesis	2703	1919	1287	2703	1919	56	31	0		41	15	73.21	21	10	67.74	278	41	293	0	124	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iE2348C_1286\iE2348C_1286_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iE2348C_1286\iE2348C_1286_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iE2348C_1286\summary.json	outputs\bigg_prokaryote_bioemma\models\iE2348C_1286.xml	1.95	
built	iE2348C_1286	Escherichia coli O127:H6 str. E2348/69	map00020	rn00020	Citrate cycle (TCA cycle)	2703	1919	1287	2703	1919	29	20	0		23	6	79.31	13	7	65.0	157	23	170	0	68	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iE2348C_1286\iE2348C_1286_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iE2348C_1286\iE2348C_1286_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iE2348C_1286\summary.json	outputs\bigg_prokaryote_bioemma\models\iE2348C_1286.xml	1.306	
built	iE2348C_1286	Escherichia coli O127:H6 str. E2348/69	map00030	rn00030	Pentose phosphate pathway	2703	1919	1287	2703	1919	58	37	1	R06837	33	25	56.9	26	11	70.27	200	33	210	0	70	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iE2348C_1286\iE2348C_1286_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iE2348C_1286\iE2348C_1286_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iE2348C_1286\summary.json	outputs\bigg_prokaryote_bioemma\models\iE2348C_1286.xml	1.886	
built	iE2348C_1286	Escherichia coli O127:H6 str. E2348/69	map00680	rn00680	Methane metabolism / C1 metabolism	2703	1919	1287	2703	1919	104	86	3	R08323, R08328, R10397	32	72	30.77	36	50	41.86	239	32	229	0	96	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iE2348C_1286\iE2348C_1286_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iE2348C_1286\iE2348C_1286_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iE2348C_1286\summary.json	outputs\bigg_prokaryote_bioemma\models\iE2348C_1286.xml	3.239	
built	iEC042_1314	Escherichia coli 042	map00010	rn00010	Glycolysis / gluconeogenesis	2714	1926	1314	2714	1926	56	31	0		41	15	73.21	21	10	67.74	277	41	292	0	123	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC042_1314\iEC042_1314_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC042_1314\iEC042_1314_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC042_1314\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC042_1314.xml	2.037	
built	iEC042_1314	Escherichia coli 042	map00020	rn00020	Citrate cycle (TCA cycle)	2714	1926	1314	2714	1926	29	20	0		23	6	79.31	13	7	65.0	158	23	171	0	69	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC042_1314\iEC042_1314_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC042_1314\iEC042_1314_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC042_1314\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC042_1314.xml	1.35	
built	iEC042_1314	Escherichia coli 042	map00030	rn00030	Pentose phosphate pathway	2714	1926	1314	2714	1926	58	37	1	R06837	34	24	58.62	26	11	70.27	206	34	217	0	73	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC042_1314\iEC042_1314_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC042_1314\iEC042_1314_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC042_1314\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC042_1314.xml	1.801	
built	iEC042_1314	Escherichia coli 042	map00680	rn00680	Methane metabolism / C1 metabolism	2714	1926	1314	2714	1926	104	86	3	R08323, R08328, R10397	32	72	30.77	36	50	41.86	239	32	229	0	96	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC042_1314\iEC042_1314_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC042_1314\iEC042_1314_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC042_1314\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC042_1314.xml	3.119	
built	iEC1344_C	Escherichia coli C	map00010	rn00010	Glycolysis / gluconeogenesis	2726	1934	1344	2726	1934	56	31	0		41	15	73.21	21	10	67.74	274	41	289	0	120	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC1344_C\iEC1344_C_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC1344_C\iEC1344_C_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC1344_C\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1344_C.xml	2.062	
built	iEC1344_C	Escherichia coli C	map00020	rn00020	Citrate cycle (TCA cycle)	2726	1934	1344	2726	1934	29	20	0		22	7	75.86	13	7	65.0	150	22	162	0	64	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1344_C\iEC1344_C_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1344_C\iEC1344_C_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1344_C\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1344_C.xml	1.345	
built	iEC1344_C	Escherichia coli C	map00030	rn00030	Pentose phosphate pathway	2726	1934	1344	2726	1934	58	37	1	R06837	34	24	58.62	26	11	70.27	204	34	215	0	71	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC1344_C\iEC1344_C_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC1344_C\iEC1344_C_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC1344_C\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1344_C.xml	1.977	
built	iEC1344_C	Escherichia coli C	map00680	rn00680	Methane metabolism / C1 metabolism	2726	1934	1344	2726	1934	104	86	3	R08323, R08328, R10397	31	73	29.81	37	49	43.02	233	31	221	0	92	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC1344_C\iEC1344_C_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC1344_C\iEC1344_C_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC1344_C\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1344_C.xml	3.014	
built	iEC1349_Crooks	Escherichia coli ATCC 8739	map00010	rn00010	Glycolysis / gluconeogenesis	2756	1946	1349	2756	1946	56	31	0		40	16	71.43	21	10	67.74	269	40	283	0	118	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC1349_Crooks\iEC1349_Crooks_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC1349_Crooks\iEC1349_Crooks_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC1349_Crooks\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1349_Crooks.xml	2.148	
built	iEC1349_Crooks	Escherichia coli ATCC 8739	map00020	rn00020	Citrate cycle (TCA cycle)	2756	1946	1349	2756	1946	29	20	0		22	7	75.86	13	7	65.0	150	22	162	0	64	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1349_Crooks\iEC1349_Crooks_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1349_Crooks\iEC1349_Crooks_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1349_Crooks\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1349_Crooks.xml	1.346	
built	iEC1349_Crooks	Escherichia coli ATCC 8739	map00030	rn00030	Pentose phosphate pathway	2756	1946	1349	2756	1946	58	37	1	R06837	34	24	58.62	26	11	70.27	204	34	215	0	71	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC1349_Crooks\iEC1349_Crooks_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC1349_Crooks\iEC1349_Crooks_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC1349_Crooks\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1349_Crooks.xml	1.948	
built	iEC1349_Crooks	Escherichia coli ATCC 8739	map00680	rn00680	Methane metabolism / C1 metabolism	2756	1946	1349	2756	1946	104	86	3	R08323, R08328, R10397	32	72	30.77	37	49	43.02	238	32	227	0	94	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC1349_Crooks\iEC1349_Crooks_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC1349_Crooks\iEC1349_Crooks_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC1349_Crooks\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1349_Crooks.xml	3.153	
built	iEC1356_Bl21DE3	Escherichia coli BL21(DE3)	map00010	rn00010	Glycolysis / gluconeogenesis	2740	1918	1356	2740	1918	56	31	0		41	15	73.21	21	10	67.74	273	41	288	0	119	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC1356_Bl21DE3\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1356_Bl21DE3.xml	1.902	
built	iEC1356_Bl21DE3	Escherichia coli BL21(DE3)	map00020	rn00020	Citrate cycle (TCA cycle)	2740	1918	1356	2740	1918	29	20	0		22	7	75.86	13	7	65.0	149	22	161	0	63	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1356_Bl21DE3\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1356_Bl21DE3.xml	1.459	
built	iEC1356_Bl21DE3	Escherichia coli BL21(DE3)	map00030	rn00030	Pentose phosphate pathway	2740	1918	1356	2740	1918	58	37	1	R06837	33	25	56.9	26	11	70.27	199	33	209	0	69	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC1356_Bl21DE3\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1356_Bl21DE3.xml	1.933	
built	iEC1356_Bl21DE3	Escherichia coli BL21(DE3)	map00680	rn00680	Methane metabolism / C1 metabolism	2740	1918	1356	2740	1918	104	86	3	R08323, R08328, R10397	31	73	29.81	36	50	41.86	232	31	221	0	92	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC1356_Bl21DE3\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1356_Bl21DE3.xml	3.23	
built	iEC1364_W	Escherichia coli W	map00010	rn00010	Glycolysis / gluconeogenesis	2764	1927	1364	2764	1927	56	31	0		41	15	73.21	22	9	70.97	274	41	289	0	120	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC1364_W\iEC1364_W_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC1364_W\iEC1364_W_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC1364_W\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1364_W.xml	1.907	
built	iEC1364_W	Escherichia coli W	map00020	rn00020	Citrate cycle (TCA cycle)	2764	1927	1364	2764	1927	29	20	0		22	7	75.86	13	7	65.0	150	22	162	0	64	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1364_W\iEC1364_W_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1364_W\iEC1364_W_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1364_W\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1364_W.xml	1.474	
built	iEC1364_W	Escherichia coli W	map00030	rn00030	Pentose phosphate pathway	2764	1927	1364	2764	1927	58	37	1	R06837	34	24	58.62	27	10	72.97	204	34	215	0	71	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC1364_W\iEC1364_W_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC1364_W\iEC1364_W_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC1364_W\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1364_W.xml	1.971	
built	iEC1364_W	Escherichia coli W	map00680	rn00680	Methane metabolism / C1 metabolism	2764	1927	1364	2764	1927	104	86	3	R08323, R08328, R10397	31	73	29.81	36	50	41.86	232	31	221	0	92	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC1364_W\iEC1364_W_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC1364_W\iEC1364_W_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC1364_W\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1364_W.xml	3.178	
built	iEC1368_DH5a	Escherichia coli DH5[alpha]	map00010	rn00010	Glycolysis / gluconeogenesis	2779	1951	1368	2779	1951	56	31	0		41	15	73.21	21	10	67.74	274	41	289	0	120	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC1368_DH5a\iEC1368_DH5a_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC1368_DH5a\iEC1368_DH5a_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC1368_DH5a\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1368_DH5a.xml	2.015	
built	iEC1368_DH5a	Escherichia coli DH5[alpha]	map00020	rn00020	Citrate cycle (TCA cycle)	2779	1951	1368	2779	1951	29	20	0		22	7	75.86	13	7	65.0	150	22	162	0	64	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1368_DH5a\iEC1368_DH5a_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1368_DH5a\iEC1368_DH5a_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1368_DH5a\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1368_DH5a.xml	1.547	
built	iEC1368_DH5a	Escherichia coli DH5[alpha]	map00030	rn00030	Pentose phosphate pathway	2779	1951	1368	2779	1951	58	37	1	R06837	34	24	58.62	26	11	70.27	204	34	215	0	71	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC1368_DH5a\iEC1368_DH5a_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC1368_DH5a\iEC1368_DH5a_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC1368_DH5a\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1368_DH5a.xml	1.864	
built	iEC1368_DH5a	Escherichia coli DH5[alpha]	map00680	rn00680	Methane metabolism / C1 metabolism	2779	1951	1368	2779	1951	104	86	3	R08323, R08328, R10397	31	73	29.81	37	49	43.02	233	31	221	0	92	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC1368_DH5a\iEC1368_DH5a_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC1368_DH5a\iEC1368_DH5a_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC1368_DH5a\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1368_DH5a.xml	3.12	
built	iEC1372_W3110	Escherichia coli str. K-12 substr. W3110	map00010	rn00010	Glycolysis / gluconeogenesis	2758	1918	1372	2758	1918	56	31	0		40	16	71.43	21	10	67.74	269	40	283	0	118	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC1372_W3110\iEC1372_W3110_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC1372_W3110\iEC1372_W3110_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC1372_W3110\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1372_W3110.xml	2.278	
built	iEC1372_W3110	Escherichia coli str. K-12 substr. W3110	map00020	rn00020	Citrate cycle (TCA cycle)	2758	1918	1372	2758	1918	29	20	0		22	7	75.86	13	7	65.0	150	22	162	0	64	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1372_W3110\iEC1372_W3110_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1372_W3110\iEC1372_W3110_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1372_W3110\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1372_W3110.xml	1.377	
built	iEC1372_W3110	Escherichia coli str. K-12 substr. W3110	map00030	rn00030	Pentose phosphate pathway	2758	1918	1372	2758	1918	58	37	1	R06837	34	24	58.62	26	11	70.27	204	34	215	0	71	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC1372_W3110\iEC1372_W3110_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC1372_W3110\iEC1372_W3110_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC1372_W3110\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1372_W3110.xml	1.832	
built	iEC1372_W3110	Escherichia coli str. K-12 substr. W3110	map00680	rn00680	Methane metabolism / C1 metabolism	2758	1918	1372	2758	1918	104	86	3	R08323, R08328, R10397	31	73	29.81	36	50	41.86	231	31	220	0	91	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC1372_W3110\iEC1372_W3110_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC1372_W3110\iEC1372_W3110_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC1372_W3110\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC1372_W3110.xml	3.187	
